genename Y101_A Y101_B Y101_C Y102_A Y102_B Y102_C Y201_A Y201_B Y201_C Y202_A Y202_B Y202_C Y1015_A Y1015_B Y1015_C
CFL1 32671737.4519761 22007914.6696843 39893250.6909845 29356884.0990085 51562774.7297175 56128611.5654653 17386553.8613424 35123645.5170329 46069339.7252681 24605885.9109833 55694987.971073 50783994.0177186 72311354.1930382 60433551.0704272 66531074.807539
EIF4B 44298.5635174233 62279.1763852474 39527.6465475628 57644.3140043898 51821.2377719921 19548.3397300113 77510.1133413975 6301.71196689609 19064.3976074324 34458.6024982754 61878.6186565787 81679.6476176254 43014.651338799 154702.790844235 87660.5533171557
LAMA2 754053.52243623 788525.77551696 340406.761977717 122254.001886772 49485.6328520831 23032.3848732335 545497.723665213 356025.988337432 384089.467497814 69375.5362746338 7375.21344245599 15846.2003600247 73070.5763964073 22586.3594399993 139629.801161849
IGFBP6 122045440.368662 96738107.2205148 34334403.5091992 47984178.2443012 32792322.4506557 20424996.3560754 61723451.7700753 76144983.6161795 42814113.0092889 47959581.0088185 21007699.1716004 13274651.595277 6466901.32472365 4654823.16104157 6792534.81590073
TNC 10744979.377277 8084197.28231367 2085520.79934391 2373291.30188423 7151443.22248154 2132608.06665909 12090169.9575147 3450953.67427014 1617838.29638928 4726185.24438272 2313864.03952129 3417015.32251807 1745896.03140847 928513.147102301 1926594.38503472
MYL9 168008.133638467 287965.453050947 513375.363592428 455574.762712187 344963.741082911 433162.100396444 282767.363387629 477133.161405986 232903.773231098 373747.90388145 839749.476851653 461741.575132762 267880.197855297 237352.208725757 446359.423955071
LAMA1 1725894.34668439 2287326.10053693 249708.307536612 768020.0194884 529118.043112451 140534.523787863 1563374.971091 1851990.33310268 1049746.02336329 1462146.69854519 494534.19110439 307272.219579831 102461.20786899 94820.2683901558 107640.122223881
PSMA1 2229.08891132724 1323.88146035374 87717.7442785728 1104.81972927204 263771.756233315 396829.283182049 1438.16707325127 1220.47390020746 45361.1330748156 6960.867664401 858183.451507595 45226.9322784569 7894.06653745829 3385.65038459356 120438.284445141
COL5A3 85454.6485992904 104861.755531567 2138089.96928227 305138.969360905 157892.132960261 60093.1734057157 11775072.8842707 1609338.0372033 2916468.69104631 350258.586303107 256366.791568698 84400.0549045362 143781.010669028 178499.399712694 65499.7458919067
PTX3 37935398.2580736 34742047.6518978 75098569.7989295 22884155.5740535 7083202.98700032 8791282.69776184 16133923.5544494 11094435.3348196 666941.785909196 57974550.6560406 19924149.849267 4807658.37350531 9290158.58898226 3022050.39092915 10646621.3084246
MSN 11811109.6544292 13373672.8195345 18804436.5433079 13378637.0414222 17094707.3694788 24832685.6997526 9407207.13762047 17299610.0259687 11143207.411753 11748973.4864667 28240046.0414727 16738845.1808466 32259670.8638359 23083580.259783 37158431.6623376
S100A4 1507731.15094667 2382109.11217912 2195755.21485536 1034691.63931212 434468.092825255 230150.051090647 2450314.55845244 3781405.13957051 712445.957147471 463930.113181965 376329.849342382 164466.524322047 672508.644649554 1529452.58039164 638206.460135325
MGAT1 120235.138925634 223413.124249196 85772.9285837315 134591.657688812 217965.05831721 307959.235769418 29305.4322102007 122615.447789819 34257.9416324906 150577.561976267 175285.80566319 220312.608337991 186869.768765538 158376.453464857 134369.892762968
TARS 166967.186112478 121065.475054222 251285.494537876 155820.269171736 270050.480213565 523562.602000914 181021.126680358 134355.041290995 72802.7050343058 342247.666173187 664385.171247642 480934.618443081 914490.622876308 419640.460180572 380587.21236551
EEF1G 568941.852992771 856488.676265233 694029.201553563 839134.312631552 1049898.88718 1987999.32509214 812397.836144809 762663.27292223 192997.463561843 1046013.15298174 1253156.46689423 948592.240041318 1068369.0755431 725990.692520111 781257.43215992
YWHAQ 5139798.42698304 3638299.07015295 5295214.50372219 3500923.45394418 4602534.78299711 8156502.37403346 3259206.40090216 3306615.82869138 1854608.43966419 3509012.68957586 6413930.57598859 3873291.41506176 6785375.00520139 4800019.59418364 4282847.68595603
COL8A1 187683.843076053 237070.564731285 158485.374771628 4851753.28036449 2800143.35369681 4393878.22971994 2488315.08467446 379813.867889331 6165211.97443075 2963181.33763403 914984.984178062 3665176.70985663 412285.886784239 338863.659796406 1429297.9238
APEX1 620879.287043939 296497.173980363 280495.355342176 414649.643372013 397358.664814111 227968.920268071 367926.114229622 197414.859470839 243884.583001138 746708.915047842 565574.794869735 229095.392663822 377446.611984321 429093.624277064 230837.524999664
CAD 17494.9612717303 6722.56381464334 44280.5088926356 40392.1115556528 46143.3535125916 57886.5356909191 10493.2953662835 73322.4884203957 3717.34356566559 49381.8508983892 17553.5646243866 47022.1305978882 23340.082541186 911.587721194041 37558.4027696723
CALR 277312.356572631 445008.314375208 411743.365614305 193878.178999203 4576816.36734435 880595.786916524 572988.653321712 286008.599741216 2264965.17212496 175187.008320284 7123844.36858896 692800.913121954 448314.076739981 365178.821066102 1024473.35369543
MAP4 5816084.53936468 7069995.88255713 9227648.84533128 7088815.49641115 7391800.00428688 10026688.8618055 5582224.53560649 8732719.37182763 3243410.32898096 7891740.07586283 10517764.5465133 6496000.62970636 16857322.1056647 26226985.7679128 13491538.2149708
LOX 10886578.2019692 19976349.2565589 8603511.33174867 13617521.6674424 8597570.06583317 11866392.7961907 8987138.55228192 16359826.3469649 8027805.1179623 8846974.68887743 11107601.4574094 8656310.12420168 19472470.9076477 21303465.2630532 17885061.2943148
MAPK1 544171.341223097 520204.884065209 865292.408175823 774118.504551715 986917.110333571 1297619.0430282 489184.582961146 844059.134418335 412400.90247858 779031.513237646 1223815.90623334 1209549.21499617 1884211.84753427 2194146.12731145 1949425.43161882
GRN 5248258.26288709 7637137.24207895 2246670.99130841 3781444.54644534 2371902.49637432 2124922.64379531 3922032.01788031 3015348.13068438 1758346.83737128 3427639.72014556 3764985.64658766 1273558.48808535 4508075.37563617 11256752.4227749 3358450.31536099
LAP3 840206.981254053 315802.750664832 102137.482956141 483336.288181701 406877.22310732 355776.37733777 239515.9927119 312925.953668014 114494.908691088 1064943.77062335 422587.236325624 226982.941764781 326714.984758822 238542.564277603 127900.122152413
TPP2 55993.2348494123 64278.7801082714 16179.5667959124 27356.4870826711 23484.9957303901 20352.992656626 52036.2680736368 9276.56137594479 141790.796339437 14462.0996019565 47923.8458771641 25783.2190350757 112226.34033705 100287.29503678 23734.0826406338
IMPA1 81513.4922307829 151176.423911486 183754.912446489 205197.253855978 233013.970839885 477059.269869033 130987.977465486 319425.742074368 80776.4386159608 164528.486879247 370111.671144505 279944.612068646 774205.672882272 925388.16772693 390662.870289529
CTGF 5076615.56302554 3679548.91121044 2821811.88467592 8627502.40447453 3053531.63401777 21154054.2453754 9283297.47438297 3925841.01414688 10643845.7053576 9070948.55575296 6383361.3548488 6934238.34795037 23063592.0025542 34154598.5467577 18430981.8184546
COL4A5 122893.42708875 65865.4295842209 367860.706825566 851561.079740757 921465.267804297 3034122.37746737 19896.2264242104 35065.897921565 167077.321516381 1477695.00215854 1634766.23956592 1499089.84377778 188132.719943838 71954.543387608 219421.137786209
TKT 3758762.64969329 5463405.15779219 4194472.97786427 3581395.52010782 2387191.93870568 3132636.05833909 5225250.47202279 4635410.69870752 842626.676415973 8456855.7147806 7964761.20585641 2486957.51166113 11460941.8828989 18606794.538325 5098030.24305234
LMOD1 6265.9114626532 2324.68935074143 45551.9716391543 4756.52641612736 33504.1025187927 13696.7921716909 6070.38346044368 14222.5695735517 145328.769935504 6981.5849645614 12256.0372245571 36177.8382618062 36966.0982576491 6408.86088874142 106535.585715631
MARCKS 3676155.85962357 3936548.03338489 5293046.73716277 3433022.70050867 3106566.63747053 2553161.27559084 5076325.5030997 6814990.48583245 1987253.02692392 2827182.07102843 4684609.31388756 1671396.20248878 6577925.80068074 9702835.14804122 3797612.25779452
ERP29 2288624.53219916 4136820.46643486 2299546.54135334 2468995.8550967 3015910.56065173 5024655.85675283 1510147.99202673 2525622.56870962 499025.400428854 4709120.75327717 8004993.46360855 4340866.50342895 5632970.26600714 5499995.60287152 2751223.22823555
PRDX6 4528524.34856249 6191541.21664644 8138802.05322663 5765862.15396284 5382719.29724886 9057540.89659599 4609764.55662288 5527265.96147782 2273199.20938453 5580108.20486204 5434711.01825746 7902237.32404029 13429012.6830999 15508517.6962061 10533755.8929094
BLVRB 438247.72506927 298952.606327967 233754.461349744 328755.416564436 226235.710536489 190649.222356191 174825.081215391 90319.5147206912 118453.980613212 372689.505605874 405564.678926396 151976.287585257 921042.867546143 637217.037604343 344757.884294373
PRDX5 742839.939425564 1123214.06958332 1282616.27788616 2220246.12213181 2025055.56305515 2937843.66785846 328856.18218179 1291021.97235773 635261.078662587 1080741.1836506 1098096.21666534 2483666.79504897 5760519.1441916 4795217.33257001 3806955.79809801
PRDX3 1442958.51502492 1458518.71932867 552970.324961972 1542065.70886156 1235497.48003368 1767283.13627486 612523.425705992 884110.517483777 158509.710548366 2024566.7384863 1017222.61156264 1233477.88814769 1531107.44516476 1509050.38547457 1293229.62134661
RPL12 7921.57274353951 14576.1964503748 162445.151608819 33384.3128110349 189968.75313073 341987.587946211 10958.4526165081 41030.8625244179 116346.970750919 21919.9083600521 631443.137355656 147064.859599052 77943.3038470779 136600.532686552 107733.513672477
CMPK1 1018309.72114778 666624.162947773 991432.0629245 1060496.05042353 1204661.62495578 1442200.32917469 932460.166702842 1200506.67628491 448919.97732833 1176359.0988784 1806504.60329632 889572.39539072 2631510.00122815 2389132.47336818 1286859.61656503
PEBP1 23422204.6957997 14685611.2083384 10631125.9216858 19303038.9624823 10067337.9479151 9901098.70066769 16000759.0789565 15002085.6356096 2501502.89757917 13299974.7057535 16299394.7199688 8197990.44531985 38308432.8156386 44943475.8172256 19326696.1603899
PDIA3 30089235.5958252 32584757.4830567 37128672.5744433 32273714.5600334 38636782.8814065 56671795.2463765 33010088.0188303 36761800.4532506 12858870.4315301 43919015.377728 54188142.3686928 43006733.5206239 20528560.5417818 12575194.5532703 23024936.0084349
PPP2R1A 338937.594441478 307631.357866037 1184030.6605562 473283.014839408 756019.072822244 2754882.29870615 249865.776644693 494484.315054795 736175.565865158 443265.426663908 1715849.00601593 1702673.06340596 923745.546481331 789722.392171888 1485266.72462688
ADSS 622714.826084732 541553.465191213 833194.020674272 856102.29586484 634960.665470482 1547078.84599755 705272.165818456 897422.527508138 309123.680423936 578680.440869083 817137.902865946 1408206.21578892 1226584.54178538 772973.271848015 598919.024004597
AXL 1285419.28569183 1271049.22418531 1438180.22345199 2549144.371605 4585572.50698631 5038074.64761177 2194123.54068358 2094560.22371788 1388279.71802292 5600957.18847119 8861014.16016629 3842177.41651813 1227463.17544672 1398229.34107712 723629.049399097
SRI 56513.5454637909 305826.944777722 786510.304709641 89984.7057166893 328487.993578587 701726.690027209 45857.475117398 697740.219797971 3739998.74828689 58573.9780831546 366056.347487777 746919.025627646 1142857.6067744 531911.877524456 854235.682972588
SERPINB1 326215.085936492 292608.97943108 320932.782144446 562343.725274734 553459.470728186 756761.986081237 275759.964265908 339107.867885692 17226.8000444161 571020.778910974 604553.553235741 569382.380731525 758409.654584216 805781.372860544 614382.947723801
GDI1 1850267.88410068 2046501.77125598 2669881.79528508 1856750.49100273 4037249.8613266 5649503.77708702 1261101.33897054 2351299.26196326 1848327.94980349 2698259.59665904 5544818.13585502 3567178.30644289 8270451.44691144 9739509.94690213 8917609.75291904
MAT2A 749545.029209183 550652.186846783 732014.657546355 400743.083229369 661536.105132913 711700.978932703 501412.998098471 668134.076270217 433156.230305304 939207.896204034 941145.431469359 607702.99083837 1135587.62697597 1149682.04198198 1043247.45076403
SDC4 115873.626078358 94492.0037021535 213916.987299497 12127.931122326 588613.997966789 217518.202722156 426445.78825262 108487.437495601 451430.50354579 22380.3100636661 278949.82082436 280041.059537241 9220.70465755214 10628.3378229004 385220.647142739
ATIC 926215.279460712 656187.480020431 862266.537674964 447615.077484929 1720786.00390668 1418660.91340912 523930.89391355 989842.892422647 493986.507028509 804387.782045297 1509909.87235147 1178093.65837245 2075373.41658051 1644545.39204484 1475820.93623383
YWHAB 4820612.93002278 4235923.90768612 12394037.6958517 5017415.77771924 7955955.41813441 10197518.7256935 3978777.5040464 5118339.64867793 4787132.97468986 4603452.77821618 8334135.55964859 12493950.1553277 9744225.66823274 10975664.2841317 19046289.9156482
STIP1 837647.814202697 565839.39316574 488533.61184664 888016.140085985 1015919.57731045 1151023.65875127 735509.296743158 974936.546170661 924034.610232985 857411.194103988 890840.184666641 866887.377067324 1820220.788866 1365415.48816369 770928.584956207
S100A11 9295984.49951813 10648487.6023106 17308516.9552745 10457467.4125067 9656089.0909597 20661115.7157995 14295692.426042 16740476.5979065 7206555.37198319 6334622.13047282 12813153.9050995 12363378.0709332 27035347.1893419 35556800.2245849 21523249.5351359
PRDX2 1960796.61749603 1738531.37112794 2547557.86802984 2638144.9053515 2027130.52378655 2965409.35151856 1463495.56560766 4869898.62382478 721197.537094455 1404487.40612103 1323515.29342443 1765238.14004453 4942471.14955899 4586228.80437568 3761532.93493814
DCTD 105022.111529756 65433.6343182031 132885.318640701 88816.9172074245 81918.9978709276 171371.722367373 42782.2624369899 58358.6290647005 25904.1601670607 115031.100034554 60587.1931646656 133026.600419339 141886.495078331 152003.802222164 145590.305346574
GBP1 138444.700631545 116810.49445292 132443.709063411 298085.85044658 196690.47902556 515514.097051538 92704.5274196827 107382.745100479 85549.5252760344 266535.601938199 372165.362979947 268790.879468138 320323.111000174 277714.048453796 224557.602067301
KIF5B 51428.227326345 83951.4840731203 224034.695213905 47882.7339310447 454486.182327595 807794.183190454 61606.9643400792 94757.6681074376 22057.8196824985 57595.0579848914 593629.766730034 397750.470225581 189998.457360852 111147.09614623 263204.47562527
DUT 195312.672369066 481697.244773601 527769.286119558 287066.848737875 556323.051663042 644334.763297148 161288.123898307 1292523.26804718 1123825.68898256 106718.055726758 424712.865354793 380488.134433669 200860.944914935 138465.978722781 156964.905208766
MAN1A1 477408.60164885 895189.991526649 206406.378838818 240278.483935879 111308.288828879 297582.382300123 426676.740751026 368652.640436263 229297.765605493 408115.890238963 488112.956483993 403166.696193195 178012.096402497 253006.535037537 273814.120573538
